文件相对路径,經文資訊
cbeta-text\J\JB454\JB454_007.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B454 頻吉祥禪師語錄
cbeta-text\J\JB454\JB454_008.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B454 頻吉祥禪師語錄
cbeta-text\J\JB454\JB454_009.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B454 頻吉祥禪師語錄
cbeta-text\J\JB454\JB454_010.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B454 頻吉祥禪師語錄
cbeta-text\J\JB454\JB454_011.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B454 頻吉祥禪師語錄
cbeta-text\J\JB454\JB454_012.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B454 頻吉祥禪師語錄
cbeta-text\J\JB454\JB454_013.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B454 頻吉祥禪師語錄
cbeta-text\J\JB454\JB454_014.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B454 頻吉祥禪師語錄
cbeta-text\J\JB454\JB454_015.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B454 頻吉祥禪師語錄
cbeta-text\J\JB455\JB455_001.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B455 通天逸叟高禪師語錄
cbeta-text\J\JB456\JB456_001.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B456 通天澹崖原禪師語錄
cbeta-text\J\JB456\JB456_002.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B456 通天澹崖原禪師語錄
cbeta-text\J\JB457\JB457_001.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B457 白雲象林本真禪師語錄
cbeta-text\J\JB458\JB458_001.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B458 正覺潤光澤禪師澡雪集
cbeta-text\J\JB459\JB459_001.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B459 香巖洗心水禪師語錄
cbeta-text\J\JB459\JB459_002.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B459 香巖洗心水禪師語錄
cbeta-text\J\JB460\JB460_001.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B460 灤州萬善暉州昊禪師語錄
cbeta-text\J\JB460\JB460_002.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B460 灤州萬善暉州昊禪師語錄
cbeta-text\J\JB460\JB460_003.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B460 灤州萬善暉州昊禪師語錄
cbeta-text\J\JB460\JB460_004.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B460 灤州萬善暉州昊禪師語錄
cbeta-text\J\JB460\JB460_005.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B460 灤州萬善暉州昊禪師語錄
cbeta-text\J\JB460\JB460_006.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B460 灤州萬善暉州昊禪師語錄
cbeta-text\J\JB461\JB461_001.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B461 性空臻禪師語錄
cbeta-text\J\JB461\JB461_002.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B461 性空臻禪師語錄
cbeta-text\J\JB461\JB461_003.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B461 性空臻禪師語錄
cbeta-text\J\JB461\JB461_004.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B461 性空臻禪師語錄
cbeta-text\J\JB461\JB461_005.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B461 性空臻禪師語錄
cbeta-text\J\JB461\JB461_006.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B461 性空臻禪師語錄
cbeta-text\J\JB462\JB462_001.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B462 何一自禪師語錄
cbeta-text\J\JB462\JB462_002.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B462 何一自禪師語錄
cbeta-text\J\JB463\JB463_001.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B463 溈山古梅冽禪師語錄
cbeta-text\J\JB463\JB463_002.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B463 溈山古梅冽禪師語錄
cbeta-text\J\JB464\JB464_001.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B464 華嚴起宗真禪師語錄
cbeta-text\J\JB464\JB464_002.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B464 華嚴起宗真禪師語錄
cbeta-text\J\JB465\JB465_001.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B465 子雍如禪師語錄
cbeta-text\J\JB465\JB465_002.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B465 子雍如禪師語錄
cbeta-text\J\JB465\JB465_003.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B465 子雍如禪師語錄
cbeta-text\J\JB465\JB465_004.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B465 子雍如禪師語錄
cbeta-text\J\JB466\JB466_001.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B466 山西柏山楷禪師語錄
cbeta-text\J\JB466\JB466_002.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B466 山西柏山楷禪師語錄
cbeta-text\J\JB466\JB466_003.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B466 山西柏山楷禪師語錄
cbeta-text\J\JB466\JB466_004.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B466 山西柏山楷禪師語錄
cbeta-text\J\JB466\JB466_005.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B466 山西柏山楷禪師語錄
cbeta-text\J\JB468\JB468_001.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B468 善一純禪師語錄
cbeta-text\J\JB468\JB468_002.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B468 善一純禪師語錄
cbeta-text\J\JB468\JB468_003.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B468 善一純禪師語錄
cbeta-text\J\JB469\JB469_001.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B469 善權位禪師語錄
cbeta-text\J\JB469\JB469_002.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B469 善權位禪師語錄
cbeta-text\J\JB470\JB470_001.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B470 天一悅禪師語錄
cbeta-text\J\JB471\JB471_001.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B471 空谷道澄禪師語錄
cbeta-text\J\JB471\JB471_002.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B471 空谷道澄禪師語錄
cbeta-text\J\JB471\JB471_003.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B471 空谷道澄禪師語錄
cbeta-text\J\JB471\JB471_004.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B471 空谷道澄禪師語錄
cbeta-text\J\JB471\JB471_005.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B471 空谷道澄禪師語錄
cbeta-text\J\JB471\JB471_006.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B471 空谷道澄禪師語錄
cbeta-text\J\JB471\JB471_007.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B471 空谷道澄禪師語錄
cbeta-text\J\JB471\JB471_008.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B471 空谷道澄禪師語錄
cbeta-text\J\JB471\JB471_009.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B471 空谷道澄禪師語錄
cbeta-text\J\JB471\JB471_010.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B471 空谷道澄禪師語錄
cbeta-text\J\JB471\JB471_011.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B471 空谷道澄禪師語錄
cbeta-text\J\JB471\JB471_012.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B471 空谷道澄禪師語錄
cbeta-text\J\JB471\JB471_013.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B471 空谷道澄禪師語錄
cbeta-text\J\JB471\JB471_014.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B471 空谷道澄禪師語錄
cbeta-text\J\JB471\JB471_015.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B471 空谷道澄禪師語錄
cbeta-text\J\JB471\JB471_016.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B471 空谷道澄禪師語錄
cbeta-text\J\JB471\JB471_017.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B471 空谷道澄禪師語錄
cbeta-text\J\JB471\JB471_018.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B471 空谷道澄禪師語錄
cbeta-text\J\JB471\JB471_019.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B471 空谷道澄禪師語錄
cbeta-text\J\JB471\JB471_020.txt,嘉興大藏經（新文豐版） 第 39 冊 No. B471 空谷道澄禪師語錄
cbeta-text\J\JB472\JB472_001.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B472 大博乾禪師語錄
cbeta-text\J\JB472\JB472_002.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B472 大博乾禪師語錄
cbeta-text\J\JB472\JB472_003.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B472 大博乾禪師語錄
cbeta-text\J\JB472\JB472_004.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B472 大博乾禪師語錄
cbeta-text\J\JB472\JB472_005.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B472 大博乾禪師語錄
cbeta-text\J\JB473\JB473_001.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B473 盤山朗空順禪師語錄
cbeta-text\J\JB474\JB474_001.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B474 盤山了宗禪師語錄
cbeta-text\J\JB474\JB474_002.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B474 盤山了宗禪師語錄
cbeta-text\J\JB474\JB474_003.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B474 盤山了宗禪師語錄
cbeta-text\J\JB474\JB474_004.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B474 盤山了宗禪師語錄
cbeta-text\J\JB475\JB475_001.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B475 逕庭宗禪師語錄
cbeta-text\J\JB475\JB475_002.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B475 逕庭宗禪師語錄
cbeta-text\J\JB476\JB476_001.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B476 別牧純禪師語錄
cbeta-text\J\JB477\JB477_001.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B477 天翼翔禪師語錄
cbeta-text\J\JB477\JB477_002.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B477 天翼翔禪師語錄
cbeta-text\J\JB478\JB478_001.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B478 雲山燕居申禪師語錄
cbeta-text\J\JB478\JB478_002.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B478 雲山燕居申禪師語錄
cbeta-text\J\JB478\JB478_003.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B478 雲山燕居申禪師語錄
cbeta-text\J\JB478\JB478_004.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B478 雲山燕居申禪師語錄
cbeta-text\J\JB478\JB478_005.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B478 雲山燕居申禪師語錄
cbeta-text\J\JB478\JB478_006.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B478 雲山燕居申禪師語錄
cbeta-text\J\JB478\JB478_007.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B478 雲山燕居申禪師語錄
cbeta-text\J\JB478\JB478_008.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B478 雲山燕居申禪師語錄
cbeta-text\J\JB479\JB479_001.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B479 昭覺竹峰續禪師語錄
cbeta-text\J\JB479\JB479_002.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B479 昭覺竹峰續禪師語錄
cbeta-text\J\JB479\JB479_003.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B479 昭覺竹峰續禪師語錄
cbeta-text\J\JB479\JB479_004.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B479 昭覺竹峰續禪師語錄
cbeta-text\J\JB479\JB479_005.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B479 昭覺竹峰續禪師語錄
cbeta-text\J\JB479\JB479_006.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B479 昭覺竹峰續禪師語錄
cbeta-text\J\JB480\JB480_001.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B480 一貫別傳
cbeta-text\J\JB480\JB480_002.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B480 一貫別傳
cbeta-text\J\JB480\JB480_003.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B480 一貫別傳
cbeta-text\J\JB480\JB480_004.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B480 一貫別傳
cbeta-text\J\JB480\JB480_005.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B480 一貫別傳
cbeta-text\J\JB481\JB481_001.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B481 古音王傳
cbeta-text\J\JB483\JB483_001.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B483 竺峰敏禪師語錄
cbeta-text\J\JB483\JB483_002.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B483 竺峰敏禪師語錄
cbeta-text\J\JB483\JB483_003.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B483 竺峰敏禪師語錄
cbeta-text\J\JB483\JB483_004.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B483 竺峰敏禪師語錄
cbeta-text\J\JB483\JB483_005.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B483 竺峰敏禪師語錄
cbeta-text\J\JB483\JB483_006.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B483 竺峰敏禪師語錄
cbeta-text\J\JB484\JB484_001.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B484 野雲映禪師宗統頌
cbeta-text\J\JB485\JB485_001.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B485 普門顯禪師語錄
cbeta-text\J\JB485\JB485_002.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B485 普門顯禪師語錄
cbeta-text\J\JB486\JB486_001.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B486 鑑堂一禪師語錄
cbeta-text\J\JB487\JB487_001.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B487 翠崖必禪師語錄
cbeta-text\J\JB487\JB487_002.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B487 翠崖必禪師語錄
cbeta-text\J\JB487\JB487_003.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B487 翠崖必禪師語錄
cbeta-text\J\JB488\JB488_001.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B488 斗南暐禪師語錄
cbeta-text\J\JB488\JB488_002.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B488 斗南暐禪師語錄
cbeta-text\J\JB488\JB488_003.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B488 斗南暐禪師語錄
cbeta-text\J\JB490\JB490_001.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B490 博山粟如瀚禪師語錄
cbeta-text\J\JB490\JB490_002.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B490 博山粟如瀚禪師語錄
cbeta-text\J\JB490\JB490_003.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B490 博山粟如瀚禪師語錄
cbeta-text\J\JB490\JB490_004.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B490 博山粟如瀚禪師語錄
cbeta-text\J\JB490\JB490_005.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B490 博山粟如瀚禪師語錄
cbeta-text\J\JB490\JB490_006.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B490 博山粟如瀚禪師語錄
cbeta-text\J\JB491\JB491_001.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B491 天寧法舟濟禪師剩語
cbeta-text\J\JB492\JB492_001.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B492 萬峰和尚語錄
cbeta-text\J\JB493\JB493_001.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B493 磬山牧亭樸夫拙禪師語錄
cbeta-text\J\JB493\JB493_002.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B493 磬山牧亭樸夫拙禪師語錄
cbeta-text\J\JB493\JB493_003.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B493 磬山牧亭樸夫拙禪師語錄
cbeta-text\J\JB493\JB493_004.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B493 磬山牧亭樸夫拙禪師語錄
cbeta-text\J\JB493\JB493_005.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B493 磬山牧亭樸夫拙禪師語錄
cbeta-text\J\JB493\JB493_006.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B493 磬山牧亭樸夫拙禪師語錄
cbeta-text\J\JB494\JB494_001.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B494 雨山和尚語錄
cbeta-text\J\JB494\JB494_002.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B494 雨山和尚語錄
cbeta-text\J\JB494\JB494_003.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B494 雨山和尚語錄
cbeta-text\J\JB494\JB494_004.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B494 雨山和尚語錄
cbeta-text\J\JB494\JB494_005.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B494 雨山和尚語錄
cbeta-text\J\JB494\JB494_006.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B494 雨山和尚語錄
cbeta-text\J\JB494\JB494_007.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B494 雨山和尚語錄
cbeta-text\J\JB494\JB494_008.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B494 雨山和尚語錄
cbeta-text\J\JB494\JB494_009.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B494 雨山和尚語錄
cbeta-text\J\JB494\JB494_010.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B494 雨山和尚語錄
cbeta-text\J\JB494\JB494_011.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B494 雨山和尚語錄
cbeta-text\J\JB494\JB494_012.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B494 雨山和尚語錄
cbeta-text\J\JB494\JB494_013.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B494 雨山和尚語錄
cbeta-text\J\JB494\JB494_014.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B494 雨山和尚語錄
cbeta-text\J\JB494\JB494_015.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B494 雨山和尚語錄
cbeta-text\J\JB494\JB494_016.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B494 雨山和尚語錄
cbeta-text\J\JB494\JB494_017.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B494 雨山和尚語錄
cbeta-text\J\JB494\JB494_018.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B494 雨山和尚語錄
cbeta-text\J\JB494\JB494_019.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B494 雨山和尚語錄
cbeta-text\J\JB494\JB494_020.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B494 雨山和尚語錄
cbeta-text\J\JB495\JB495_001.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B495 天然居士懷淨土詩
cbeta-text\J\JB497\JB497_001.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B497 鶴山禪師執帚集
cbeta-text\J\JB497\JB497_002.txt,嘉興大藏經（新文豐版） 第 40 冊 No. B497 鶴山禪師執帚集
cbeta-text\K\K0016\K0016_001.txt,高麗大藏經（新文豐版） 第 5 冊 No. 16 能斷金剛般若波羅蜜多經
cbeta-text\K\K1064\K1064_001.txt,高麗大藏經（新文豐版） 第 32 冊 No. 1064 新譯大方廣佛華嚴經音義
cbeta-text\K\K1064\K1064_002.txt,高麗大藏經（新文豐版） 第 32 冊 No. 1064 新譯大方廣佛華嚴經音義
cbeta-text\K\K1257\K1257_001.txt,高麗大藏經（新文豐版） 第 34 冊 No. 1257 新集藏經音義隨函錄(第1卷-第12卷)
cbeta-text\K\K1257\K1257_002.txt,高麗大藏經（新文豐版） 第 34 冊 No. 1257 新集藏經音義隨函錄(第1卷-第12卷)
cbeta-text\K\K1257\K1257_003.txt,高麗大藏經（新文豐版） 第 34 冊 No. 1257 新集藏經音義隨函錄(第1卷-第12卷)
cbeta-text\K\K1257\K1257_004.txt,高麗大藏經（新文豐版） 第 34 冊 No. 1257 新集藏經音義隨函錄(第1卷-第12卷)
cbeta-text\K\K1257\K1257_005.txt,高麗大藏經（新文豐版） 第 34 冊 No. 1257 新集藏經音義隨函錄(第1卷-第12卷)
cbeta-text\K\K1257\K1257_006.txt,高麗大藏經（新文豐版） 第 34 冊 No. 1257 新集藏經音義隨函錄(第1卷-第12卷)
cbeta-text\K\K1257\K1257_007.txt,高麗大藏經（新文豐版） 第 34 冊 No. 1257 新集藏經音義隨函錄(第1卷-第12卷)
cbeta-text\K\K1257\K1257_008.txt,高麗大藏經（新文豐版） 第 34 冊 No. 1257 新集藏經音義隨函錄(第1卷-第12卷)
cbeta-text\K\K1257\K1257_009.txt,高麗大藏經（新文豐版） 第 34 冊 No. 1257 新集藏經音義隨函錄(第1卷-第12卷)
cbeta-text\K\K1257\K1257_010.txt,高麗大藏經（新文豐版） 第 34 冊 No. 1257 新集藏經音義隨函錄(第1卷-第12卷)
cbeta-text\K\K1257\K1257_011.txt,高麗大藏經（新文豐版） 第 34 冊 No. 1257 新集藏經音義隨函錄(第1卷-第12卷)
cbeta-text\K\K1257\K1257_012.txt,高麗大藏經（新文豐版） 第 34 冊 No. 1257 新集藏經音義隨函錄(第1卷-第12卷)
cbeta-text\K\K1257\K1257_013.txt,高麗大藏經（新文豐版） 第 35 冊 No. 1257 新集藏經音義隨函錄(第13卷-第30卷)
cbeta-text\K\K1257\K1257_014.txt,高麗大藏經（新文豐版） 第 35 冊 No. 1257 新集藏經音義隨函錄(第13卷-第30卷)
cbeta-text\K\K1257\K1257_015.txt,高麗大藏經（新文豐版） 第 35 冊 No. 1257 新集藏經音義隨函錄(第13卷-第30卷)
cbeta-text\K\K1257\K1257_016.txt,高麗大藏經（新文豐版） 第 35 冊 No. 1257 新集藏經音義隨函錄(第13卷-第30卷)
cbeta-text\K\K1257\K1257_017.txt,高麗大藏經（新文豐版） 第 35 冊 No. 1257 新集藏經音義隨函錄(第13卷-第30卷)
cbeta-text\K\K1257\K1257_018.txt,高麗大藏經（新文豐版） 第 35 冊 No. 1257 新集藏經音義隨函錄(第13卷-第30卷)
cbeta-text\K\K1257\K1257_019.txt,高麗大藏經（新文豐版） 第 35 冊 No. 1257 新集藏經音義隨函錄(第13卷-第30卷)
